id_transaccion,fecha_venta,fecha_envio,id_cliente,nombre_cliente,apellido_cliente,email_cliente,pais_cliente,genero_cliente,estado_civil_cliente,id_producto,codigo_producto,nombre_producto,categoria_producto,subcategoria_producto,costo_fabricacion,cantidad,precio_unitario,monto_total,metodo_pago
TRX-109707,20251030,20251104,CLI-0502,Carlos,Perez Martinez,carlos.perez@outlook.com,MX,M,C,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,14,282.34,3952.76,Transferencia
TRX-103492,06/09/2025,20250909,CLI-0597,Sofia,Alvarez Garcia,sofiaalvarez79@empresa.com,Colombia,F,S,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,10,87.35,873.5,Tarjeta
TRX-109651,20251028,20251107,CLI-0423,Daniel,Alvarez Ramirez,danielalvarez95@hotmail.com,Estados Unidos,F,C,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,14,252.7,3537.8,Tarjeta
TRX-106071,20260115,20260120,CLI-0479,Fernando,Flores Vargas,fernandoflores74@hotmail.com,Espana,F,S,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,9,390.39,3513.51,Efectivo
TRX-103888,20251122,20251125,CLI-0275,Juan Carmen,Romero Ramirez,jromero@hotmail.com,USA,n/a,Soltero,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,7,201.87,1413.09,Paypal
TRX-105224,20260419,20260422,CLI-0091,Laura,Ramirez Flores,lauraramirez@outlook.com,,M,C,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,2,322.83,645.66,Efectivo
TRX-104140,20250510,20250512,CLI-0039,Carlos Jorge,Flores Gomez,carlosflores75@hotmail.com,ES,n/a,Soltero,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,2,365.08,0.0,Paypal
TRX-105618,20251001,20251007,CLI-0595,Rosa Jorge,Gomez Romero,rosagomez@hotmail.com,MX,Female,S,PRD-060,SKU-DEP-060,Producto Ropa 60,Deporte,Ropa,43.56,5,78.52,392.6,Efectivo
TRX-107304,20250508,20250513,CLI-0408,Javier,Sanchez Torres,javiersanchez88@hotmail.com,USA,Female,Soltero,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,11,378.36,4161.96,Tarjeta
TRX-106414,20250630,20250708,CLI-0099,Diego Javier,Rodriguez Suarez,diegorodriguez77@outlook.com,Estados Unidos,Male,S,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,13,217.76,2830.88,Transferencia
TRX-107368,20250331,20250405,CLI-0338,Daniel Sofia,Gomez Sanchez,daniel.gomez@gmail.com,Mexico,Female,Soltero,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,9,64.38,579.42,Tarjeta
TRX-104198,20260810,20260813,CLI-0176,Elena Carmen,Flores Perez,eflores@gmail.com,MX,F,Soltero,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,5,314.97,1574.85,Paypal
TRX-101406,20260828,,CLI-0358,Javier Sofia,Sanchez Diaz,javier.sanchez@outlook.com,Espana,n/a,Soltero,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,9,124.26,1118.34,Transferencia
TRX-101092,31/03/2025,20250401,CLI-0151,Luis Daniel,Suarez Gonzalez,lsuarez@outlook.com,,Male,Casado,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,-2,97.99,-195.98,Tarjeta
TRX-109977,20250922,20250927,CLI-0004,Fernando Laura,Rodriguez Martinez,fernandorodriguez@yahoo.com,Espana,Male,S,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,8,189.0,1512.0,Tarjeta
TRX-106519,20250330,20250408,CLI-0269,Ana Daniel,Sanchez Romero,ana.sanchez@yahoo.com,USA,Female,S,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,13,266.24,3461.12,Transferencia
TRX-105258,0,,CLI-0256,Daniel Diego,Perez Gomez,danielperez@yahoo.com,ES,n/a,Soltero,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,2,21.24,42.48,Paypal
TRX-107457,20251109,20251119,CLI-0013,Daniel Rosa,Ruiz Sanchez,danielruiz@empresa.com,USA,M,S,PRD-060,SKU-DEP-060,Producto Ropa 60,Deporte,Ropa,43.56,1,57.54,57.54,Transferencia
TRX-100250,20251226,20251227,CLI-0323,Laura,Alvarez Cruz,laura.alvarez@hotmail.com,CO,F,C,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,14,143.58,2010.12,Paypal
TRX-108501,20260705,20260707,CLI-0041,Miguel,Diaz Ramirez,migueldiaz@hotmail.com,USA,Female,C,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,7,105.78,740.46,Efectivo
TRX-100641,20260801,20260804,CLI-0447,Elena Rosa,Martinez Lopez,emartinez@gmail.com,,M,C,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,2,17.93,35.86,Paypal
TRX-103023,20250905,20250913,CLI-0341,Marta,Cruz Gomez,martacruz93@yahoo.com,MX,M,Soltero,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,9,267.71,2409.39,Tarjeta
TRX-106060,13/04/2026,20260417,CLI-0404,Luis Fernando,Ruiz Garcia,lruiz@hotmail.com,CO,F,Soltero,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,5,21.21,106.05,Paypal
TRX-103711,20260416,20260417,CLI-0111,Carlos,Ruiz Rodriguez,carlosruiz80@empresa.com,ES,Male,S,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,3,297.25,891.75,Efectivo
TRX-102339,20250403,20250409,CLI-0162,Carlos Lucia,Flores Ruiz,carlosflores@hotmail.com,Mexico,Female,Soltero,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,3,49.37,148.11,Transferencia
TRX-108467,20250425,20250502,CLI-0047,Laura Alejandro,Suarez Gomez,laurasuarez82@gmail.com,Espana,Male,Soltero,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,6,336.33,2017.98,Tarjeta
TRX-101126,20251116,20251117,CLI-0230,Carmen,Diaz Rodriguez,carmendiaz73@hotmail.com,ES,Male,Casado,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,4,134.06,536.24,Tarjeta
TRX-104232,20260812,20260813,CLI-0263,Ana Lucia,Alvarez Sanchez,anaalvarez96@outlook.com,MX,M,C,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,4,263.16,1052.64,Transferencia
TRX-105591,20260221,20260228,CLI-0289,Luis,Romero Gomez,luisromero@gmail.com,CO,Male,Casado,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,4,278.57,1114.28,Tarjeta
TRX-105771,20250619,20250620,CLI-0280,Carmen Laura,Rodriguez Diaz,carmen.rodriguez@hotmail.com,Espana,F,S,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,10,101.74,1017.4,Transferencia
TRX-109738,20251106,20251113,CLI-0538,Javier,Perez Gonzalez,jperez@empresa.com,Colombia,n/a,C,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,13,98.92,1285.96,Paypal
TRX-109778,20251123,20251201,CLI-0495,Elena,Diaz Gonzalez,elenadiaz93@yahoo.com,ES,Female,S,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,11,141.18,1552.98,Efectivo
TRX-100494,20250915,20250919,CLI-0005,Marta Sofia,Gonzalez Gomez,mgonzalez@empresa.com,Mexico,Male,C,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,3,108.79,326.37,Tarjeta
TRX-103456,20250824,20250903,CLI-0149,Rosa,Torres Martinez,rosatorres@empresa.com,MX,F,C,PRD-060,SKU-DEP-060,Producto Ropa 60,Deporte,Ropa,43.56,11,53.68,590.48,Tarjeta
TRX-107962,20250719,20250726,CLI-0455,Carmen,Lopez Garcia,clopez@gmail.com,USA,Male,Soltero,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,10,259.53,2595.3,Paypal
TRX-106636,20260110,20260111,CLI-0485,Elena Carmen,Ramirez Diaz,elenaramirez73@hotmail.com,US,Female,Soltero,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,8,24.21,193.68,Paypal
TRX-107847,20260318,20260326,CLI-0079,Carmen Pedro,Ruiz Perez,cruiz@empresa.com,Mexico,M,Casado,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,14,112.27,1571.78,Tarjeta
TRX-104229,20260309,20260312,CLI-0414,Sofia Luis,Cruz Romero,scruz@gmail.com,USA,Male,Casado,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,8,64.96,519.68,Transferencia
TRX-107879,20260815,,CLI-0304,Juan,Romero Diaz,juan.romero@outlook.com,,n/a,Casado,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,13,107.95,1403.35,Tarjeta
TRX-107420,25/04/2025,20250505,CLI-0351,Carlos Fernando,Romero Vargas,carlosromero@hotmail.com,US,Female,Casado,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,13,166.78,2168.14,Efectivo
TRX-105950,20260225,20260228,CLI-0406,Sofia Maria,Romero Rodriguez,sromero@hotmail.com,Colombia,Male,C,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,7,175.5,1228.5,Transferencia
TRX-105339,20251220,20251221,CLI-0382,Sofia Juan,Flores Cruz,sofiaflores@outlook.com,ES,M,S,PRD-058,SKU-DEP-058,Producto Calzado 58,Deporte,Calzado,91.03,2,140.51,281.02,Paypal
TRX-107240,20260204,20260209,CLI-0164,Miguel Luis,Flores Vargas,miguelflores79@yahoo.com,ES,Female,Soltero,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,14,285.35,3994.9,Efectivo
TRX-109704,19/02/2025,20250301,CLI-0009,Juan Miguel,Suarez Romero,juansuarez@yahoo.com,Mexico,F,Soltero,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,6,337.71,2026.26,Transferencia
TRX-104932,20250131,20250210,CLI-0544,Maria Lucia,Garcia Ramirez,mgarcia@hotmail.com,Colombia,M,Casado,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,2,18.28,36.56,Efectivo
TRX-107917,30/04/2025,20250507,CLI-0048,Fernando,Alvarez Romero,fernandoalvarez84@empresa.com,US,F,C,PRD-071,SKU-ELE-071,Producto Audio 71,Electronica,Audio,78.61,13,189.09,2458.17,Paypal
TRX-105012,28/05/2026,20260530,CLI-0150,Rosa,Perez Rodriguez,rperez@gmail.com,Colombia,Male,C,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,13,111.33,1447.29,Transferencia
TRX-100852,20251025,20251028,CLI-0016,Carmen Ana,Cruz Vargas,carmencruz91@empresa.com,Colombia,Male,Casado,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,6,338.3,2029.8,Paypal
TRX-108904,20260304,20260307,CLI-0596,Jorge,Flores Alvarez,jflores@empresa.com,ES,n/a,S,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,5,68.65,343.25,Efectivo
TRX-105068,20250802,20250808,CLI-0142,Rosa,Rodriguez Torres,rosarodriguez@outlook.com,US,F,C,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,12,19.89,238.68,Tarjeta
TRX-105886,20260504,20260514,CLI-0290,Juan Luis,Suarez Martinez,juansuarez83@empresa.com,ES,F,C,PRD-003,SKU-DEP-003,Producto Ropa 3,Deporte,Ropa,71.68,5,160.91,804.55,Tarjeta
TRX-107298,20260817,,CLI-0472,Juan Ana,Garcia Ruiz,juangarcia@empresa.com,,Female,C,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,12,208.35,2500.2,Efectivo
TRX-106595,20260808,20260812,CLI-0425,Marta Pedro,Cruz Ruiz,marta.cruz@hotmail.com,ES,F,C,PRD-022,SKU-DEP-022,Producto Accesorios 22,Deporte,Accesorios,180.46,9,270.53,0.0,Efectivo
TRX-100630,20250909,20250914,CLI-0106,Luis,Diaz Flores,ldiaz@yahoo.com,Colombia,Male,Casado,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,3,321.53,964.59,Efectivo
TRX-104065,20250101,20250102,CLI-0445,Carlos,Romero Perez,cromero@gmail.com,ES,F,Casado,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,11,25.87,284.57,Transferencia
TRX-109691,20260730,20260802,CLI-0014,Pedro,Diaz Rodriguez,pedro.diaz@empresa.com,Colombia,F,Soltero,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,1,267.8,267.8,Tarjeta
TRX-104828,28/02/2025,20250306,CLI-0301,Miguel,Lopez Sanchez,miguellopez94@yahoo.com,ES,M,Casado,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,7,123.14,861.98,Paypal
TRX-103275,20250307,20250314,CLI-0034,Luis,Sanchez Torres,luis.sanchez@yahoo.com,CO,n/a,C,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,8,31.74,253.92,Tarjeta
TRX-109135,20260822,,CLI-0252,Sofia,Sanchez Rodriguez,sofiasanchez95@outlook.com,Espana,F,S,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,13,132.99,1728.87,Transferencia
TRX-109120,20260428,20260429,CLI-0267,Carmen Elena,Torres Vargas,carmentorres@gmail.com,MX,Male,C,PRD-036,SKU-DEP-036,Producto Accesorios 36,Deporte,Accesorios,92.56,10,211.65,2116.5,Transferencia
TRX-103788,20260713,20260719,CLI-0061,Ana Lucia,Flores Sanchez,aflores@gmail.com,ES,F,Casado,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,3,46.66,139.98,Efectivo
TRX-107954,09/11/2025,20251110,CLI-0161,Juan Marta,Perez Lopez,jperez@empresa.com,ES,Male,Soltero,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,6,139.47,836.82,Transferencia
TRX-109076,20260619,20260621,CLI-0255,Sofia,Cruz Alvarez,sofia.cruz@gmail.com,Colombia,F,S,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,10,188.98,1889.8,Transferencia
TRX-105150,20260505,20260512,CLI-0418,Elena Laura,Vargas Torres,elenavargas@hotmail.com,CO,F,Casado,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,4,343.73,1374.92,Paypal
TRX-101088,20250811,20250821,CLI-0149,Rosa,Torres Martinez,rosatorres@empresa.com,MX,F,C,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,7,7.85,54.95,Paypal
TRX-101487,0,,CLI-0476,Laura Javier,Lopez Torres,lauralopez@hotmail.com,ES,F,C,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,8,226.06,1808.48,Paypal
TRX-109286,20260226,20260306,CLI-0475,Diego,Ramirez Ruiz,dramirez@outlook.com,Colombia,Female,C,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,9,313.38,0.0,Tarjeta
TRX-100081,20260830,,CLI-0013,Daniel Rosa,Ruiz Sanchez,danielruiz@empresa.com,USA,M,S,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,4,392.98,1571.92,Transferencia
TRX-102795,20260807,,CLI-0105,Carmen,Vargas Diaz,cvargas@empresa.com,Estados Unidos,M,S,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,3,183.45,550.35,Transferencia
TRX-109309,02/02/2026,20260205,CLI-0506,Marta,Alvarez Romero,malvarez@yahoo.com,Mexico,Male,Casado,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,6,231.48,1388.88,Transferencia
TRX-105365,20250509,20250516,CLI-0347,Rosa Luis,Ruiz Sanchez,rosaruiz97@empresa.com,Colombia,M,Casado,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,13,201.4,0.0,Paypal
TRX-104812,20250512,20250516,CLI-0489,Luis Juan,Diaz Perez,luisdiaz89@outlook.com,MX,Female,Soltero,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,3,194.25,582.75,Efectivo
TRX-103880,20250502,20250507,CLI-0534,Marta Sofia,Perez Ramirez,mperez@yahoo.com,US,Male,Soltero,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,4,155.69,622.76,Tarjeta
TRX-101849,20250717,20250723,CLI-0157,Elena Lucia,Flores Alvarez,elenaflores@hotmail.com,Espana,Female,S,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,14,416.83,5835.62,Transferencia
TRX-108534,20251013,20251021,CLI-0152,Pedro,Flores Perez,pedroflores@yahoo.com,US,F,Soltero,PRD-018,SKU-ELE-018,Producto Audio 18,Electronica,Audio,167.74,4,379.3,1517.2,Transferencia
TRX-100074,20251109,20251113,CLI-0414,Sofia Luis,Cruz Romero,scruz@gmail.com,USA,Male,Casado,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,8,447.22,3577.76,Paypal
TRX-102486,20260514,20260523,CLI-0083,Laura,Diaz Cruz,lauradiaz83@outlook.com,MX,M,Casado,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,4,51.72,206.88,Tarjeta
TRX-106570,20250208,20250212,CLI-0134,Jorge,Flores Diaz,jflores@empresa.com,Estados Unidos,M,S,PRD-050,SKU-HOG-050,Producto Decoracion 50,Hogar,Decoracion,130.41,3,304.22,912.66,Paypal
TRX-102851,20260420,20260428,CLI-0548,Daniel,Romero Diaz,danielromero@empresa.com,USA,Male,S,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,7,185.27,1296.89,Paypal
TRX-100155,30/09/2025,20251003,CLI-0228,Pedro Ana,Cruz Rodriguez,pedro.cruz@gmail.com,ES,Male,S,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,8,412.52,3300.16,Paypal
TRX-105695,20250606,20250615,CLI-0504,Fernando,Torres Vargas,fernandotorres87@hotmail.com,,F,Casado,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,10,315.38,3153.8,Tarjeta
TRX-107967,20260828,20260829,CLI-0479,Fernando,Flores Vargas,fernandoflores74@hotmail.com,Espana,F,S,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,12,35.98,431.76,Tarjeta
TRX-104372,20251013,20251015,CLI-0393,Elena Pedro,Martinez Vargas,emartinez@yahoo.com,MX,n/a,S,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,13,367.25,4774.25,Tarjeta
TRX-108545,20250510,20250519,CLI-0236,Jorge,Torres Gonzalez,jtorres@outlook.com,Mexico,Male,Soltero,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,8,219.15,1753.2,Tarjeta
TRX-106116,20250307,20250315,CLI-0361,Maria Jorge,Garcia Flores,mariagarcia94@empresa.com,MX,Male,Casado,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,12,265.78,3189.36,Paypal
TRX-100214,23/02/2026,20260225,CLI-0442,Juan,Vargas Martinez,juan.vargas@gmail.com,US,F,C,PRD-022,SKU-DEP-022,Producto Accesorios 22,Deporte,Accesorios,180.46,-2,344.63,-689.26,Efectivo
TRX-104050,20250327,20250330,CLI-0543,Marta Ana,Romero Rodriguez,mromero@yahoo.com,Estados Unidos,Male,Casado,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,14,199.8,2797.2,Tarjeta
TRX-106017,20260805,20260807,CLI-0066,Sofia,Ruiz Perez,sofiaruiz83@empresa.com,Estados Unidos,M,Soltero,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,14,332.68,4657.52,Transferencia
TRX-103020,20260128,20260201,CLI-0270,Juan,Perez Romero,juanperez91@empresa.com,Colombia,Male,C,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,3,56.84,170.52,Transferencia
TRX-108770,20250503,20250511,CLI-0218,Diego Alejandro,Martinez Lopez,diegomartinez70@gmail.com,,Female,Casado,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,5,236.41,1182.05,Paypal
TRX-100337,20250924,20251002,CLI-0558,Marta,Sanchez Suarez,martasanchez71@outlook.com,Mexico,M,Soltero,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,5,178.92,894.6,Transferencia
TRX-102390,20250808,20250811,CLI-0541,Javier Luis,Gomez Ruiz,javiergomez@gmail.com,Estados Unidos,M,Casado,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,10,243.76,2437.6,Tarjeta
TRX-102067,20250202,20250204,CLI-0061,Ana Lucia,Flores Sanchez,aflores@gmail.com,ES,F,Casado,PRD-005,SKU-ELE-005,Producto Audio 5,Electronica,Audio,17.13,11,35.87,394.57,Paypal
TRX-103762,20250224,20250304,CLI-0494,Alejandro,Torres Gonzalez,alejandrotorres88@empresa.com,USA,Male,Soltero,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,10,66.88,668.8,Efectivo
TRX-106188,20250922,20250926,CLI-0384,Juan Lucia,Garcia Suarez,jgarcia@yahoo.com,CO,Female,Soltero,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,3,57.03,171.09,Paypal
TRX-108878,20250924,20250928,CLI-0571,Luis,Ramirez Torres,luisramirez@outlook.com,CO,F,S,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,1,271.54,271.54,Tarjeta
TRX-101234,04/05/2025,20250509,CLI-0184,Carlos Elena,Sanchez Lopez,carlossanchez99@gmail.com,CO,n/a,Soltero,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,8,13.47,107.76,Transferencia
TRX-105370,20260721,20260724,CLI-0562,Rosa,Garcia Ramirez,rgarcia@yahoo.com,Mexico,Female,Soltero,PRD-018,SKU-ELE-018,Producto Audio 18,Electronica,Audio,167.74,10,247.11,2471.1,Efectivo
TRX-100703,20260809,20260813,CLI-0144,Laura Jorge,Cruz Sanchez,lauracruz81@empresa.com,MX,F,Casado,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,13,160.38,2084.94,Paypal
TRX-106929,20251004,20251005,CLI-0474,Carlos,Diaz Sanchez,carlosdiaz85@hotmail.com,US,n/a,Casado,PRD-052,SKU-ELE-052,Producto Laptops 52,Electronica,Laptops,137.39,5,307.58,1537.9,Paypal
TRX-102613,20260118,20260123,CLI-0020,Lucia Jorge,Flores Lopez,luciaflores@empresa.com,Mexico,F,Casado,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,9,235.37,2118.33,Efectivo
TRX-107817,20260306,20260316,CLI-0277,Fernando,Suarez Ruiz,fsuarez@gmail.com,Colombia,Male,Soltero,PRD-060,SKU-DEP-060,Producto Ropa 60,Deporte,Ropa,43.56,13,93.47,1215.11,Tarjeta
TRX-100816,20250427,20250504,CLI-0165,Diego,Gomez Rodriguez,diegogomez74@yahoo.com,Mexico,Female,Soltero,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,8,204.37,1634.96,Paypal
TRX-106660,20260527,20260529,CLI-0460,Juan,Gomez Diaz,juangomez@outlook.com,US,F,S,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,5,206.23,1031.15,Tarjeta
TRX-102191,20260531,20260604,CLI-0440,Maria,Diaz Lopez,mdiaz@outlook.com,Espana,Female,S,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,4,46.11,184.44,Efectivo
TRX-100859,20260618,20260623,CLI-0058,Rosa,Rodriguez Gomez,rosarodriguez73@yahoo.com,Espana,n/a,C,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,12,286.9,3442.8,Paypal
TRX-104613,20250223,20250225,CLI-0228,Pedro Ana,Cruz Rodriguez,pedro.cruz@gmail.com,ES,Male,S,PRD-001,SKU-HOG-001,Producto Decoracion 1,Hogar,Decoracion,57.4,9,131.79,1186.11,Efectivo
TRX-102304,20250804,20250811,CLI-0386,Jorge Carmen,Ruiz Perez,jorgeruiz@empresa.com,MX,Male,C,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,11,46.96,516.56,Efectivo
TRX-107626,28/08/2026,20260903,CLI-0294,Fernando Carmen,Torres Romero,fernandotorres@yahoo.com,Colombia,F,Soltero,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,10,479.33,4793.3,Tarjeta
TRX-108687,20250729,20250807,CLI-0538,Javier,Perez Gonzalez,jperez@empresa.com,Colombia,n/a,C,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,7,168.36,1178.52,Tarjeta
TRX-108705,20250103,20250111,CLI-0085,Juan Daniel,Rodriguez Ramirez,juanrodriguez95@yahoo.com,USA,Male,S,PRD-003,SKU-DEP-003,Producto Ropa 3,Deporte,Ropa,71.68,11,155.88,1714.68,Tarjeta
TRX-101503,20260325,20260329,CLI-0377,Rosa,Diaz Martinez,rosadiaz@yahoo.com,Colombia,F,S,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,13,405.66,5273.58,Tarjeta
TRX-100002,20250827,20250905,CLI-0045,Daniel Maria,Lopez Suarez,daniel.lopez@gmail.com,US,Female,C,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,13,124.79,1622.27,Paypal
TRX-102767,20250212,20250221,CLI-0308,Pedro Carmen,Gomez Suarez,pedrogomez@hotmail.com,CO,F,C,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,5,331.32,1656.6,Paypal
TRX-108010,20251209,20251218,CLI-0440,Maria,Diaz Lopez,mdiaz@outlook.com,Espana,Female,S,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,8,267.02,2136.16,Tarjeta
TRX-107353,20260204,20260205,CLI-0322,Marta Pedro,Flores Martinez,marta.flores@gmail.com,Mexico,M,Casado,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,13,9.75,126.75,Transferencia
TRX-104042,20260616,20260624,CLI-0171,Diego Maria,Torres Diaz,diegotorres96@hotmail.com,US,M,Casado,PRD-027,SKU-HOG-027,Producto Muebles 27,Hogar,Muebles,29.13,13,56.5,734.5,Efectivo
